headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id,abstract
Pro-Sharif Demonstrations Spread Across Punjab,World,[u'Pakistan'],1071,Thousands of supporters of the opposition leader Nawaz Sharif protested the Supreme Court’s decision to uphold a ruling barring him from holding elected office.,The New York Times,"[u'Suspensions, Dismissals and Resignations', u'Armament, Defense and Military Forces', u""Coups D'Etat and Attempted Coups D'Etat"", u'Courts', u'Politics and Government', u'Decisions and Verdicts']",http://www.nytimes.com/2009/02/27/world/asia/27pstan.html,Foreign,27/2/2009,News,54717a67798810704647748c,
A Truth Commission for the Bush Era?,Opinion,[],1962,The idea of investigating Bush administration anti-terror policies has been dismissed by many as politically infeasible. Should Congress do this?,The New York Times,[],http://roomfordebate.blogs.nytimes.com/2009/03/02/a-truth-commission-for-the-bush-era/,,2/3/2009,Blog,4fd395ce8eb7c8105d8cc194,The idea of investigating Bush administration anti-terror policies has been dismissed by many as politically infeasible. Should Congress do this?
Hundreds Jailed as Pakistan Bans Planned Protest,World,[u'Pakistan'],1151,Police arrested hundreds of activists as the opposition party leader urged supporters to defy a ban on protests.,The New York Times,[u'Demonstrations and Riots'],http://www.nytimes.com/2009/03/12/world/asia/12pstan.html,Foreign,12/3/2009,News,54682cf479881054c64b0bfd,
Top Diplomat to Be Named Special Envoy on Guantánamo,U.S.,[u'Guantanamo Bay Naval Base (Cuba)'],296,The Obama administration will appoint a senior diplomat as a special envoy on the Guantánamo Bay detention camp.,The New York Times,"[u'Detainees', u'Appointments and Executive Changes', u'United States Politics and Government']",http://www.nytimes.com/2009/03/12/us/politics/12gitmo.html,National,12/3/2009,News,5468354c79881054c64b0cc5,
Isn’t He Bromantic?,Movies,[],1633,"Paul Rudd, finally a leading man, plays the uncool half of a duo in “I Love You, Man,” now on DVD.",The New York Times,[u'Movies'],http://www.nytimes.com/2009/03/15/movies/15lim.html,Arts&Leisure,15/3/2009,News,546827c879881054c64b0b8f,
Gambia: Witch Suspects Said to Be Held,World,[u'Gambia'],136,"Witch doctors and security forces in Gambia have detained up to 1,000 people on suspicion of being witches, Amnesty International said Wednesday.",The New York Times,[u'Witchcraft'],http://www.nytimes.com/2009/03/19/world/africa/19briefs-WITCHSUSPECT_BRF.html,Foreign,19/3/2009,Brief,546879bb79881054c64b12a9,
On Torture and the Rule of Law,Opinion,[u'Abu Ghraib (Iraq)'],582,To the Editor:.,The New York Times,"[u'Torture', u'Freedom and Human Rights', u'Detainees']",http://www.nytimes.com/2009/03/20/opinion/l20torture.html,Letters,20/3/2009,Letter,5468846779881054c64b1395,
China Daily Assails Prisoner Abuses,World,[u'China'],572,"The state-run English-language newspaper reported bullying and torture at the hands of fellow prisoners and police officers in China’s 2,700 pretrial detention centers.",The New York Times,"[u'Prisons and Prisoners', u'Freedom and Human Rights', u'Newspapers']",http://www.nytimes.com/2009/03/25/world/asia/25china.html,Foreign,25/3/2009,News,5468afe779881054c64b173c,
Report Says Executions Doubled in 2008,World,[],337,"Asian countries accounted for more executions than the rest of the world put together, according to an annual report by Amnesty International.",The New York Times,"[u'CAPITAL PUNISHMENT', u'Freedom and Human Rights']",http://www.nytimes.com/2009/03/25/world/25amnesty.html,Foreign,25/3/2009,News,5468afe479881054c64b173b,
"INSIDE THE TIMES: March 25, 2009",New York and Region,[],2077,International     CZECH PARLIAMENT VOTES,The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9C0DE3D81F3EF936A15750C0A96F9C8B63,Metropolitan Desk,25/3/2009,Summary,4fd2b5178eb7c8105d8a7882,
Egypt Backs Sudanese President,World,[u'Darfur (Sudan)'],646,"Egyptian officials welcomed President Omar Hassan al-Bashir of Sudan to Cairo, undeterred by the arrest warrant that has been issued against him for war crimes.",The New York Times,[u'Foreign Aid'],http://www.nytimes.com/2009/03/26/world/africa/26sudan.html,Foreign,26/3/2009,News,5468bbca79881054c64b1831,
The M.T.A.'s 'Doomsday' Budget,N.Y. / Region,[],1225,Also in Morning Buzz: Mayor Bloomberg's pledge to back same-sex marriage; state eco-officers; and other headlines from local papers.,The New York Times,[],http://cityroom.blogs.nytimes.com/2009/03/26/the-mtas-doomsday-budget/,,26/3/2009,Blog,4fd394668eb7c8105d8c9590,Also in Morning Buzz: Mayor Bloomberg's pledge to back same-sex marriage; state eco-officers; and other headlines from local papers.
Sudanese President Reportedly Visits Libya,World,"[u'Sudan', u'Libya']",404,"President Omar Hassan al-Bashir continued his tour of politically friendly states, landing in Libya for talks with Col. Muammar el-Qaddafi, the Libyan leader.",The New York Times,"[u'War Crimes, Genocide and Crimes Against Humanity', u'International Relations']",http://www.nytimes.com/2009/03/27/world/africa/27bashir.html,Foreign,27/3/2009,News,5468c7fb79881054c64b1937,
"Lower Profile for Clinton, but Her Influence Rises",World,[u'London (England)'],799,"For Hillary Rodham Clinton, arriving in London from The Hague was a lesson in the difference between being a supremely important person and just a very important one.",The New York Times,[u'Summit Conferences'],http://www.nytimes.com/2009/04/02/world/europe/02diplo.html,Foreign,2/4/2009,News,546910217988101de50ec315,
Argentina Mourns an Honest Leader,Week in Review,[u'Argentina'],1057,"By lionizing former President Raúl Alfonsín, Argentines rebuke the leaders of today.",The New York Times,[u'Politics and Government'],http://www.nytimes.com/2009/04/05/weekinreview/05BARRIONUEVO.html,WeekInReview,5/4/2009,News,546907d67988101de50ec26a,
Killings of Leader’s Foes May Test Kremlin’s Will,World,"[u'Chechnya (Russia)', u'Moscow (Russia)']",1102,"A shooting in Dubai put a spotlight on a series of assassinations of foes of a Kremlin favorite, President Ramzan A. Kadyrov of Chechnya.",The New York Times,"[u'Poisoning and Poisons', u'Assassinations and Attempted Assassinations', u'Freedom and Human Rights', u'Politics and Government']",http://www.nytimes.com/2009/04/07/world/europe/07chechnya.html,Foreign,7/4/2009,News,54693d557988101de50ec708,
Community Organizing Never Looked So Good,Fashion & Style,[],1678,Thanks to Barack Obama community organizing is now seen by many young people as an exciting career.,The New York Times,"[u'Colleges and Universities', u'Education and Schools', u'Faith-Based Initiatives']",http://www.nytimes.com/2009/04/12/fashion/12organizer.html,Styles,12/4/2009,News,545ba4bf7988106e4390c4a0,
China Releases Human Rights Plan,World,[u'China'],634,The document promises a wide range of civil liberties that are often neglected and sometimes systematically violated in China.,The New York Times,[u'Freedom and Human Rights'],http://www.nytimes.com/2009/04/14/world/asia/14china.html,Foreign,14/4/2009,News,546964b97988101de50eca9f,
Immigration Accord by Labor Boosts Obama Effort,U.S.,[],1068,The nation’s two major labor federations have agreed for the first time to join forces to support immigration reform.,The New York Times,"[u'Migrant and Foreign Workers', u'Law and Legislation', u'Immigration and Emigration', u'Labor', u'Labor Role In Politics', u'Organized Labor', u'United States Politics and Government', u'Illegal Immigrants']",http://www.nytimes.com/2009/04/14/us/14immig.html,National,14/4/2009,News,54696ddf7988101de50ecb7b,
China Releases Human Rights Plan,World,[u'China'],819,The document promises a wide range of civil liberties that are often neglected and sometimes systematically violated in China.,The New York Times,[u'Freedom and Human Rights'],http://www.nytimes.com/2009/04/15/world/asia/15china.html,Foreign,15/4/2009,News,546970107988101de50ecba7,
Sri Lankan Troops Breach Rebel Haven,World,[u'Sri Lanka'],689,"The Sri Lankan defense ministry said 30,000 people sought to escape the fighting inside a no-fire zone, when troops broke through defensive earthworks set up by the separatist Tamil Tigers.",The New York Times,[u'CIVIL WAR and Guerrilla Warfare'],http://www.nytimes.com/2009/04/21/world/asia/21lanka.html,Foreign,21/4/2009,News,5469a6ea7988101de50ed0b0,
Outrage Over Torture: The Next Steps,Opinion,[],999,To the Editor:.,The New York Times,"[u'Torture', u'Detainees', u'Geneva Conventions']",http://www.nytimes.com/2009/04/21/opinion/l21torture.html,Letters,21/4/2009,Letter,5469abc27988101de50ed119,
Immigrant Children in Legal Limbo,Opinion,[],2488,What should the policy be toward young immigrants who came to the U.S. illegally and were raised and educated here?,The New York Times,[],http://roomfordebate.blogs.nytimes.com/2009/04/22/immigrant-children-in-legal-limbo/,,22/4/2009,Blog,4fd3954c8eb7c8105d8caeb7,What should the policy be toward young immigrants who came to the U.S. illegally and were raised and educated here?
North Korea Decides to Indict 2 U.S. Reporters,World; Washington,[u'NORTH KOREA'],404,"The indictment of the journalists, who have been detained for more than five weeks, comes amid high tension after the North launched a rocket on April 5.",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'INTERNATIONAL RELATIONS']",http://www.nytimes.com/2009/04/24/world/asia/24journalists.html,Foreign Desk,24/4/2009,News,4fd26f618eb7c8105d829bbc,
North Korea Decides to Indict 2 U.S. Reporters,World,[u'North Korea'],772,"The indictment of the journalists, who have been detained for more than five weeks, comes amid high tension after the North launched a rocket on April 5.",The New York Times,[u'Suits and Litigation'],http://www.nytimes.com/2009/04/25/world/asia/25korea.html,Foreign,25/4/2009,News,5469d14b7988101de50ed473,
"In Pakistan, Guile Helps Taliban Gain",World,"[u'Pakistan', u'North-West Frontier Province (Pakistan)', u'Swat (Pakistan)']",1336,"The fall of Buner, a strategic district in Pakistan, involved tactics that could be replicated elsewhere.",The New York Times,[],http://www.nytimes.com/2009/04/26/world/asia/26buner.html,Foreign,26/4/2009,News,5469e0247988101de50ed5d3,
The Torture Question,U.S.,[],1129,"In this lesson, students will research the recent history of torture in the U.S., examine opinions about whether torture is ever justified, and engage in a debate on the issue.",The New York Times,[],http://learning.blogs.nytimes.com/2009/04/27/the-torture-question/,,27/4/2009,Blog,4fd395348eb7c8105d8cab88,"In this lesson, students will research the recent history of torture in the U.S., examine opinions about whether torture is ever justified, and engage in a debate on the issue."
Siblings Divided by Immigration Laws,Opinion,[],1339,"Experts react to a Times article about a mixed-status immigrant family with two children -- a daughter without legal papers and a son, who is an American citizen.",The New York Times,[],http://roomfordebate.blogs.nytimes.com/2009/04/27/siblings-divided-by-immigration-laws/,,27/4/2009,Blog,4fd395688eb7c8105d8cb202,"Experts react to a Times article about a mixed-status immigrant family with two children -- a daughter without legal papers and a son, who is an American citizen."
China Still Presses Crusade Against Falun Gong,World,[u'China'],1125,"The repression of a spiritual group continues, with perhaps 8,000 practitioners detained in the past year — some of them fatally.",The New York Times,"[u'Freedom and Human Rights', u'Prisons and Prisoners']",http://www.nytimes.com/2009/04/28/world/asia/28china.html,Foreign,28/4/2009,News,5469efbd7988101de50ed73b,
Pakistani Military Moves to Flush Out Taliban,World,"[u'Pakistan', u'Buner District (Pakistan)']",1106,"After a week of strong criticism over its inaction, the Pakistani military deployed forces to flush out hundreds of Taliban militants in Buner.",The New York Times,[],http://www.nytimes.com/2009/04/29/world/asia/29pstan.html,Foreign,29/4/2009,News,5469f43f7988101de50ed7ae,
"Valentin I. Varennikov, Retired Soviet General Who Tried to Topple Gorbachev, Dies at 85",World,"[u'USSR (Former Soviet Union)', u'Russia']",552,General Varennikov called the collapse of the Soviet Union “the greatest catastrophe of the 20th century.”,The New York Times,"[u'Defense and Military Forces', u'Deaths (Obituaries)']",http://www.nytimes.com/2009/05/08/world/europe/08varennikov.html,Foreign,8/5/2009,Obituary,546a58b97988106d5f6265ee,
"Valentin I. Varennikov, 85; Tried to Topple Gorbachev",Business; Obituaries,"[u'RUSSIA', u'USSR (FORMER SOVIET UNION)']",550,General Varennikov called the collapse of the Soviet Union “the greatest catastrophe of the 20th century.”,The New York Times,"[u'DEFENSE AND MILITARY FORCES', u'DEATHS (OBITUARIES)']",http://www.nytimes.com/2009/05/08/world/europe/08varennikov.html,Business/Financial Desk,8/5/2009,Obituary; Biography,4fd28ae78eb7c8105d85da05,
An Imprisoned Sri Lankan Journalist,Opinion,[],175,To the Editor:.,The New York Times,"[u'Freedom and Human Rights', u'Prisons and Prisoners', u'Amnesties, Commutations and Pardons', u'CIVIL WAR and Guerrilla Warfare']",http://www.nytimes.com/2009/05/09/opinion/lweb09lanka.html,Letters,9/5/2009,Letter,546a5fe37988106d5f6266a0,
Wanted: A New Home for My Country,Magazine,[u'Maldives'],4807,"Global warming may drown the Maldives, and the island nation’s president is considering relocating the entire population.",The New York Times,"[u'Global Warming', u'Politics and Government']",http://www.nytimes.com/2009/05/10/magazine/10MALDIVES-t.html,Magazine,10/5/2009,News,546a32987988106d5f626253,
U.N. Tells of ‘Bloodbath’ in Sri Lanka,World,[u'Sri Lanka'],641,A group of aid agencies said that both sides in the civil war had shown a “wanton disregard for human life.”,The New York Times,[u'CIVIL WAR and Guerrilla Warfare'],http://www.nytimes.com/2009/05/12/world/asia/12lanka.html,Foreign,12/5/2009,News,546a87787988106d5f62682f,
